6.25771e-08	6.25771e-08	6.25771e-08	6.25752e-08	6.23541e-08	4.53819e-08	5.27346e-08	4.14155e-07	3.8393e-06	3.95112e-05	0.000367063	0.00369909
5.82183e-07	5.82183e-07	5.82183e-07	5.82183e-07	5.82149e-07	5.79844e-07	4.09092e-07	5.06991e-07	3.86724e-06	3.95226e-05	0.000367067	0.00369909
5.3638e-06	5.3638e-06	5.3638e-06	5.3638e-06	5.3638e-06	5.36349e-06	5.33728e-06	3.63619e-06	4.59308e-06	3.97355e-05	0.000367135	0.00369911
4.84971e-05	4.84971e-05	4.84971e-05	4.84971e-05	4.84971e-05	4.84971e-05	4.84925e-05	4.81886e-05	3.13005e-05	4.51692e-05	0.000368517	0.00369941
0.000420586	0.000420586	0.000420586	0.000420586	0.000420586	0.000420586	0.000420586	0.00042053	0.000416982	0.000257385	0.000404228	0.00370567
0.00350359	0.00350359	0.00350359	0.00350359	0.00350359	0.00350359	0.00350359	0.00350359	0.00350304	0.00346582	0.00194876	0.00387642
0.0271342	0.0271342	0.0271342	0.0271342	0.0271342	0.0271342	0.0271342	0.0271342	0.0271341	0.0271274	0.0266707	0.0130061
0.179248	0.179248	0.179248	0.179248	0.179248	0.179248	0.179248	0.179248	0.179248	0.179247	0.179143	0.173468
0.678961	0.678961	0.678961	0.678961	0.678961	0.678961	0.678961	0.678961	0.678961	0.67896	0.678948	0.677342
0.937666	0.937666	0.937666	0.937666	0.937666	0.937666	0.937666	0.937666	0.937666	0.937666	0.937664	0.937352
0.991511	0.991511	0.991511	0.991511	0.991511	0.991511	0.991511	0.991511	0.991511	0.991511	0.991511	0.991492
0.998914	0.998914	0.998914	0.998914	0.998914	0.998914	0.998914	0.998914	0.998914	0.998914	0.998914	0.998914
