3.62914e-13	3.62914e-13	3.62914e-13	3.62914e-13	3.62914e-13	3.6293e-13	3.63658e-13	4.21647e-13	7.02097e-13	8.19021e-11	1.13277e-10	1.24955e-10
1.29735e-12	1.29735e-12	1.29735e-12	1.29735e-12	1.29735e-12	1.29735e-12	1.29782e-12	1.29851e-12	1.57882e-12	8.27766e-11	1.13997e-10	1.25637e-10
3.69398e-12	3.69398e-12	3.69398e-12	3.69398e-12	3.69398e-12	3.69398e-12	3.69398e-12	3.69382e-12	3.97413e-12	8.35086e-11	1.14729e-10	1.25638e-10
1.20277e-11	1.20277e-11	1.20277e-11	1.20277e-11	1.20277e-11	1.20277e-11	1.20277e-11	1.20277e-11	1.22834e-11	9.18177e-11	1.23037e-10	1.25637e-10
9.18176e-11	9.18176e-11	9.18176e-11	9.18176e-11	9.18176e-11	9.18176e-11	9.18176e-11	9.18176e-11	9.18176e-11	9.18238e-11	1.23042e-10	1.25601e-10
8.49321e-10	8.49321e-10	8.49321e-10	8.49321e-10	8.49321e-10	8.49321e-10	8.49321e-10	8.49321e-10	8.49321e-10	8.49321e-10	8.56408e-10	8.58967e-10
1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08	1.08653e-08
1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08	1.08655e-08
1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08	1.08656e-08
1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08	1.10173e-08
1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08	1.10244e-08
0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825
