1.71369e-10	1.71369e-10	1.71369e-10	1.71369e-10	1.71288e-10	1.55926e-10	2.48291e-10	1.88326e-09	1.83993e-08	1.84299e-07	1.74787e-06	1.68898e-05
1.59816e-09	1.59816e-09	1.59816e-09	1.59816e-09	1.59815e-09	1.59751e-09	1.462e-09	2.37538e-09	1.85936e-08	1.84424e-07	1.74797e-06	1.68898e-05
1.47447e-08	1.47447e-08	1.47447e-08	1.47447e-08	1.47447e-08	1.47447e-08	1.47379e-08	1.34094e-08	2.23911e-08	1.86132e-07	1.74909e-06	1.68905e-05
1.32387e-07	1.32387e-07	1.32387e-07	1.32387e-07	1.32387e-07	1.32387e-07	1.32387e-07	1.32337e-07	1.18949e-07	2.16945e-07	1.76266e-06	1.68997e-05
1.16362e-06	1.16362e-06	1.16362e-06	1.16362e-06	1.16362e-06	1.16362e-06	1.16362e-06	1.1636e-06	1.16273e-06	1.03578e-06	2.03001e-06	1.70275e-05
1.05096e-05	1.05096e-05	1.05096e-05	1.05096e-05	1.05096e-05	1.05096e-05	1.05096e-05	1.05096e-05	1.05096e-05	1.05036e-05	9.31209e-06	1.95461e-05
8.90324e-05	8.90324e-05	8.90324e-05	8.90324e-05	8.90324e-05	8.90324e-05	8.90324e-05	8.90324e-05	8.90324e-05	8.90305e-05	8.89921e-05	7.90767e-05
0.000754932	0.000754932	0.000754932	0.000754932	0.000754932	0.000754932	0.000754932	0.000754932	0.000754932	0.000754932	0.000754932	0.000753842
0.00587834	0.00587834	0.00587834	0.00587834	0.00587834	0.00587834	0.00587834	0.00587834	0.00587834	0.00587834	0.00587834	0.00587798
0.0399585	0.0399585	0.0399585	0.0399585	0.0399585	0.0399585	0.0399585	0.0399585	0.0399585	0.0399585	0.0399585	0.0399585
0.194927	0.194927	0.194927	0.194927	0.194927	0.194927	0.194927	0.194927	0.194927	0.194927	0.194927	0.194927
0.836119	0.836119	0.836119	0.836119	0.836119	0.836119	0.836119	0.836119	0.836119	0.836119	0.836119	0.836119
