1.11994e-09	1.11993e-09	1.11993e-09	1.11928e-09	1.06636e-09	4.84568e-10	2.67656e-09	2.61588e-08	2.64426e-07	2.54611e-06	2.78337e-05	0.000305034
1.12716e-08	1.12716e-08	1.12716e-08	1.12715e-08	1.12629e-08	1.0688e-08	4.72176e-09	2.64991e-08	2.64614e-07	2.54617e-06	2.78338e-05	0.000305034
1.13098e-07	1.13098e-07	1.13098e-07	1.13098e-07	1.13098e-07	1.13004e-07	1.06647e-07	4.52331e-08	2.68861e-07	2.54704e-06	2.78343e-05	0.000305035
1.13437e-06	1.13437e-06	1.13437e-06	1.13437e-06	1.13437e-06	1.13435e-06	1.13335e-06	1.05996e-06	4.43647e-07	2.57512e-06	2.78446e-05	0.00030504
1.14193e-05	1.14193e-05	1.14193e-05	1.14193e-05	1.14193e-05	1.14193e-05	1.14192e-05	1.14051e-05	1.05474e-05	4.05203e-06	2.80853e-05	0.000305136
0.000115717	0.000115717	0.000115717	0.000115717	0.000115717	0.000115717	0.000115717	0.000115716	0.000115575	0.000105293	4.02624e-05	0.000306921
0.00116785	0.00116785	0.00116785	0.00116785	0.00116785	0.00116785	0.00116785	0.00116785	0.00116784	0.00116609	0.00103593	0.000400257
0.011907	0.011907	0.011907	0.011907	0.011907	0.011907	0.011907	0.011907	0.011907	0.0119068	0.0118816	0.0100788
0.122064	0.122064	0.122064	0.122064	0.122064	0.122064	0.122064	0.122064	0.122064	0.122064	0.12206	0.121587
0.739163	0.739163	0.739163	0.739163	0.739163	0.739163	0.739163	0.739163	0.739163	0.739163	0.739163	0.739127
0.963685	0.963685	0.963685	0.963685	0.963685	0.963685	0.963685	0.963685	0.963685	0.963685	0.963685	0.963685
0.995167	0.995167	0.995167	0.995167	0.995167	0.995167	0.995167	0.995167	0.995167	0.995167	0.995167	0.995167
